Date,Open,High,Low,Close,Volume,Market Cap
"Mar 04, 2021",37.04,38.28,34.45,35.33,2868268909,32332933421
"Mar 05, 2021",35.32,35.32,31.58,33.72,3035955286,30877097836
"Mar 06, 2021",33.69,34.15,32.18,33.43,1637892896,30620375379
"Mar 07, 2021",33.43,35.22,33.39,35.19,1607577506,32235883115
"Mar 08, 2021",35.18,35.49,33.51,34.91,1855547495,31990861423
"Mar 09, 2021",34.93,38.75,34.6,38.19,3020766952,35076916392
"Mar 10, 2021",38.18,39.42,36.44,37.57,3143656899,34509354022
"Mar 11, 2021",37.54,37.97,35.96,36.88,2563507906,33892867858
"Mar 12, 2021",36.89,37.43,34.69,35.99,2198904040,33082975405
"Mar 13, 2021",35.99,38.15,34.81,37.16,2115307643,34191013936
"Mar 14, 2021",37.17,37.87,36.34,36.58,1640191647,33665914793
"Mar 15, 2021",36.56,38.38,34.13,34.36,2905566504,31628536887
"Mar 16, 2021",34.34,35.45,32.24,35.43,2518683414,32624297093
"Mar 17, 2021",35.44,36.36,34.56,36.14,2111418087,33288119794
"Mar 18, 2021",36.11,36.95,35.46,35.52,1639504240,32732241794
"Mar 19, 2021",35.5,38.97,34.89,38.27,2491198971,35283417850
"Mar 20, 2021",38.29,40.13,37.34,37.35,2133559565,34442160749
"Mar 21, 2021",37.36,38.15,36.2,36.79,1930244845,33936891287
"Mar 22, 2021",36.79,37.78,35.4,35.54,1929884756,32787171367
"Mar 23, 2021",35.51,36.4,34.27,34.46,1728982595,31800924930
"Mar 24, 2021",34.45,36.15,28.34,30.44,2729222673,28093491363
"Mar 25, 2021",30.36,31.23,28.67,29.98,3433822540,27682831356
"Mar 26, 2021",29.97,33.44,29.94,33.2,1735749439,30664937495
"Mar 27, 2021",33.2,33.53,31.23,32.66,1518535916,30174087039
"Mar 28, 2021",32.64,33.25,31.47,32.3,1138942373,29845818892
"Mar 29, 2021",32.29,34.69,31.86,34.37,1639815517,31772348772
"Mar 30, 2021",34.36,34.78,33.61,34.07,1281200871,31495837002
"Mar 31, 2021",34.08,38.2,33.52,37.03,3527967413,34243351177
"Apr 01, 2021",37.09,38.99,36.19,37.67,2811720574,34849767584
"Apr 02, 2021",37.63,41.38,36.89,41.16,2824216498,38097210602
"Apr 03, 2021",41.18,46.85,41.07,41.65,5242091096,38552114089
"Apr 04, 2021",41.61,45.22,41.08,44.65,3120632809,41344587412
"Apr 05, 2021",44.67,45.85,42.25,45.8,2937995182,42409475220
"Apr 06, 2021",45.81,46.23,41.86,43.43,3105511689,40227628839
"Apr 07, 2021",43.42,43.48,38.05,39.59,3804483298,36684028924
"Apr 08, 2021",39.63,41.51,39.35,41.37,1864637395,38338014018
"Apr 09, 2021",41.35,42.05,40.16,40.85,1318352700,37897731571
"Apr 10, 2021",40.83,42.75,39.98,41.63,1647212348,38627460964
"Apr 11, 2021",41.61,41.93,39.99,41.42,1534168402,38470489157
"Apr 12, 2021",41.42,41.73,39.45,40.5,1787924966,37621038919
"Apr 13, 2021",40.45,43.32,39.86,42.95,2556927711,39909308744
"Apr 14, 2021",42.9,44.53,40.11,42.64,2954854988,39634833632
"Apr 15, 2021",42.57,44.3,41.52,43.52,2266870611,40458356426
"Apr 16, 2021",43.47,43.8,40.16,41.54,2697585009,38632752999
"Apr 17, 2021",41.51,48.36,41.5,42.54,4593280503,39591399258
"Apr 18, 2021",42.56,43.11,32.87,37.35,5942657694,34770061976
"Apr 19, 2021",37.37,38.69,34.07,34.82,2813475560,32422222570
"Apr 20, 2021",34.72,35.73,31.64,35.44,3357861319,33018027789
"Apr 21, 2021",35.46,36.26,33.11,33.87,2811533459,31559858460
"Apr 22, 2021",33.79,36.71,32.81,32.99,3470349242,30745137197
"Apr 23, 2021",32.96,33.46,27.13,32.23,4380184942,30046816983
"Apr 24, 2021",32.26,32.39,28.57,28.93,2000992624,26981554376
"Apr 25, 2021",28.97,31.26,28.18,29.76,1620694353,27761506662
"Apr 26, 2021",29.81,33.45,29.78,33.41,2200104405,31171742686
